origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,timestamp,hour,day,month,weekday,is_weekend
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1432,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1366,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1392,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1419,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1420,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1440,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1326,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1259,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1267,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1275,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1273,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1138,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1125,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1039,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1060,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1115,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1067,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1141,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1133,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1006,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1047,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1085,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1061,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1099,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",9709,1340,948,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1014,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1043,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1073,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1047,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1096,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1049,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,998,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1121,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1047,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1019,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,975,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1031,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1007,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1057,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1056,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1021,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1037,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,982,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1002,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,999,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,998,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,998,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1017,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,970,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1008,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1025,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1016,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1031,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1089,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1044,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1126,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1126,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1081,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1150,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1149,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1085,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1206,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1197,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1181,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1200,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1240,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1100,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1366,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1320,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1298,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1348,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1376,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1185,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1505,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1449,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1490,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1466,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1466,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1250,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1607,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1540,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1569,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1551,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1552,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1307,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1654,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1739,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1666,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1663,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1527,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1368,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1649,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1705,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1656,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1651,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1528,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1386,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1625,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1727,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1599,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1640,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1559,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1410,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1573,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1580,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1551,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1593,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1592,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1467,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1556,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1607,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1573,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1682,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1694,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1472,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1582,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1665,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1645,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1679,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1712,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1480,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1703,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1969,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1783,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,2012,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1767,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1464,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1685,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1888,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1789,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1905,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1566,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1323,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1447,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1507,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1472,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1586,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1376,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1254,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1268,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1309,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1281,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1307,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1293,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1188,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1160,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1216,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1234,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1221,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1187,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1141,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1095,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1153,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1110,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1141,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9584,1487,1197,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1089,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,923,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,966,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,983,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,978,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,955,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,970,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,857,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,898,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,912,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,910,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,924,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,914,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,828,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,878,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,903,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,951,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,914,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,877,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,835,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,890,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,878,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,836,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,859,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,856,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,827,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,849,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,876,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,854,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,862,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,853,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,834,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,852,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,869,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,855,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,880,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,871,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,854,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,904,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,895,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,890,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1011,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,947,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1033,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1039,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1006,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1022,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1131,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1016,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1353,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1302,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1247,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1259,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1251,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1074,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1600,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1601,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1515,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1605,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1410,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1162,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1902,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1889,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1839,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1876,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1587,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1250,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1772,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1766,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1860,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1739,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1856,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1409,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1790,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1885,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1844,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1884,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1999,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1481,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1818,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1942,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1874,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1786,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1898,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1476,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1740,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1871,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1785,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1827,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1948,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1536,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1777,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1839,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1918,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1860,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2053,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1658,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1816,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1878,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1846,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1917,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2093,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1653,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1882,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2010,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1946,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2037,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2041,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1614,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2099,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2173,,,,,,0
